question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BRUNEI?",,FOREIGN AFFAIRS,BRUNEI,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOZAMBIQUE?",,FOREIGN AFFAIRS,MOZAMBIQUE,Ministry of Foreign Affairs and Cooperation (Ministério dos Negócios Estrangeiros e Cooperação - MINEC),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ERITREA?",,FOREIGN AFFAIRS,ERITREA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MYANMAR?",,FOREIGN AFFAIRS,MYANMAR,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SENEGAL?",,FOREIGN AFFAIRS,SENEGAL,Ministry of African Integration and Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KAZAKHSTAN?",,FOREIGN AFFAIRS,KAZAKHSTAN,Ministry of Foreign Affairs of the Republic of Kazakhstan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UKRAINE?",,FOREIGN AFFAIRS,UKRAINE,Ministry of Foreign Affairs of Ukraine,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHAD?",,FOREIGN AFFAIRS,CHAD,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NAMIBIA?",,FOREIGN AFFAIRS,NAMIBIA,Ministry of International Relations and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KENYA?",,FOREIGN AFFAIRS,KENYA,Ministry of Foreign and Diaspora Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESTONIA?",,FOREIGN AFFAIRS,ESTONIA,Ministry of Foreign Affairs of Estonia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SERBIA?",,FOREIGN AFFAIRS,SERBIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED ARAB EMIRATES?",,FOREIGN AFFAIRS,UNITED ARAB EMIRATES,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BULGARIA?",,FOREIGN AFFAIRS,BULGARIA,Ministry of Foreign Affairs of the Republic of Bulgaria,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESWATINI?",,FOREIGN AFFAIRS,ESWATINI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KIRIBATI?",,FOREIGN AFFAIRS,KIRIBATI,Ministry of Foreign Affairs and Immigration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NAURU?",,FOREIGN AFFAIRS,NAURU,Department of Foreign Affairs & Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SEYCHELLES?",,FOREIGN AFFAIRS,SEYCHELLES,Ministry of Foreign Affairs and the Diaspora,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED KINGDOM?",,FOREIGN AFFAIRS,UNITED KINGDOM,"Foreign, Commonwealth and Development Office",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BURKINA FASO?",,FOREIGN AFFAIRS,BURKINA FASO,"Ministry of Foreign Affairs, Regional Cooperation and Burkinabes Abroad of Burkina Faso",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ARGENTINA?",,FOREIGN AFFAIRS,ARGENTINA,"Ministry of Foreign Affairs, International Trade and Worship",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ETHIOPIA?",,FOREIGN AFFAIRS,ETHIOPIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KUWAIT?",,FOREIGN AFFAIRS,KUWAIT,Ministry of Foreign Affairs (Kuwait),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NEPAL?",,FOREIGN AFFAIRS,NEPAL,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BURUNDI?",,FOREIGN AFFAIRS,BURUNDI,"Ministry of Foreign Affairs, Regional Integration and Development Cooperation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SIERRA LEONE?",,FOREIGN AFFAIRS,SIERRA LEONE,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KYRGYZSTAN?",,FOREIGN AFFAIRS,KYRGYZSTAN,Ministry of Foreign Affairs of the Kyrgyz Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED STATES?",,FOREIGN AFFAIRS,UNITED STATES,United States Department of State,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FIJI?",,FOREIGN AFFAIRS,FIJI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SINGAPORE?",,FOREIGN AFFAIRS,SINGAPORE,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NETHERLANDS?",,FOREIGN AFFAIRS,NETHERLANDS,Ministry of Foreign Affairs (Ministerie van Buitenlandse Zaken),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in URUGUAY?",,FOREIGN AFFAIRS,URUGUAY,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AFGHANISTAN?",,FOREIGN AFFAIRS,AFGHANISTAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FINLAND?",,FOREIGN AFFAIRS,FINLAND,Ministry for Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CABO VERDE?",,FOREIGN AFFAIRS,CABO VERDE,"Ministry of Foreign Affairs, Cooperation, and Regional Integration of Cabo Verde",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LAOS?",,FOREIGN AFFAIRS,LAOS,Ministry of Foreign Affairs of the Lao People's Democratic Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UZBEKISTAN?",,FOREIGN AFFAIRS,UZBEKISTAN,Ministry of Foreign Affairs of the Republic of Uzbekistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CAMBODIA?",,FOREIGN AFFAIRS,CAMBODIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NEW ZEALAND?",,FOREIGN AFFAIRS,NEW ZEALAND,Ministry of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SLOVAKIA?",,FOREIGN AFFAIRS,SLOVAKIA,Ministry of Foreign and European Affairs of the Slovak Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NICARAGUA?",,FOREIGN AFFAIRS,NICARAGUA,Ministry of Foreign Affairs of The Republic of Nicaragua,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LATVIA?",,FOREIGN AFFAIRS,LATVIA,Ministry of Foreign Affairs of the Republic of Latvia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SLOVENIA?",,FOREIGN AFFAIRS,SLOVENIA,Ministry of Foreign and European Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FRANCE?",,FOREIGN AFFAIRS,FRANCE,Ministry for Europe and Foreign Affairs (Ministère de l'Europe et des Affaires étrangères),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VANUATU?",,FOREIGN AFFAIRS,VANUATU,Ministry of Foreign Affairs International Cooperation & External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CAMEROON?",,FOREIGN AFFAIRS,CAMEROON,Ministry of External Relations of the Republic of Cameroon,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GABON?",,FOREIGN AFFAIRS,GABON,"Ministère des Affaires Étrangères et de la Coopération, Charge de l'Intégration et de la Diaspora",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LEBANON?",,FOREIGN AFFAIRS,LEBANON,Ministry of Foreign Affairs and Emigrants,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VENEZUELA?",,FOREIGN AFFAIRS,VENEZUELA,Ministry of the People's Power for Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NIGER?",,FOREIGN AFFAIRS,NIGER,"Ministry of Foreign Affairs, Cooperation and African Integration",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOLOMON  ISLANDS?",,FOREIGN AFFAIRS,SOLOMON  ISLANDS,Ministry of Foreign Affairs and External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CANADA?",,FOREIGN AFFAIRS,CANADA,Global Affairs Canada,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LESOTHO?",,FOREIGN AFFAIRS,LESOTHO,Ministry of Foreign Affairs and International Relations,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NIGERIA?",,FOREIGN AFFAIRS,NIGERIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GAMBIA?",,FOREIGN AFFAIRS,GAMBIA,"Ministry of Foreign Affairs, International Cooperation and Gambians Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ANTIGUA AND BARBUDA?",,FOREIGN AFFAIRS,ANTIGUA AND BARBUDA,"Ministry of Foreign Affairs, Trade and Barbuda Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOMALIA?",,FOREIGN AFFAIRS,SOMALIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VIETNAM?",,FOREIGN AFFAIRS,VIETNAM,Ministry of Foreign Affairs (Vietnam),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CENTRAL AFRICAN REPUBLIC?",,FOREIGN AFFAIRS,CENTRAL AFRICAN REPUBLIC,"Ministry of Foreign Affairs, Francophonie & Central Africans Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIBERIA?",,FOREIGN AFFAIRS,LIBERIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GEORGIA?",,FOREIGN AFFAIRS,GEORGIA,Ministry of Foreign Affairs of Georgia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NORTH MACEDONIA?",,FOREIGN AFFAIRS,NORTH MACEDONIA,Ministry of Foreign Affairs and Foreign Trade of the Republic of North Macedonia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH AFRICA?",,FOREIGN AFFAIRS,SOUTH AFRICA,Department of International Relations and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHILE?",,FOREIGN AFFAIRS,CHILE,Ministry of Foreign Affairs of Chile,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in YEMEN?",,FOREIGN AFFAIRS,YEMEN,Ministry of Foreign Affairs and Expatriates,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GERMANY?",,FOREIGN AFFAIRS,GERMANY,Federal Foreign Office (Auswärtiges Amt),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIBYA?",,FOREIGN AFFAIRS,LIBYA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ZAMBIA?",,FOREIGN AFFAIRS,ZAMBIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH KOREA?",,FOREIGN AFFAIRS,SOUTH KOREA,Ministry of Foreign Affairs (South Korea),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NORWAY?",,FOREIGN AFFAIRS,NORWAY,Ministry of Foreign Affairs (Det kongelige utenriksdepartement),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHINA?",,FOREIGN AFFAIRS,CHINA,Ministry of Foreign Affairs of the People's Republic of China,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH SUDAN?",,FOREIGN AFFAIRS,SOUTH SUDAN,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in OMAN?",,FOREIGN AFFAIRS,OMAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GHANA?",,FOREIGN AFFAIRS,GHANA,Ministry of Foreign Affairs and Regional Integration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIECHTENSTEIN?",,FOREIGN AFFAIRS,LIECHTENSTEIN,"Ministry of Foreign Affairs, Environment and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ZIMBABWE?",,FOREIGN AFFAIRS,ZIMBABWE,Ministry of Foreign Affairs and International Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COLOMBIA?",,FOREIGN AFFAIRS,COLOMBIA,Ministry of Foreign Affairs (Ministerio de Relaciones Exteriores),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LITHUANIA?",,FOREIGN AFFAIRS,LITHUANIA,Ministry of Foreign Affairs of the Republic of Lithuania,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GREECE?",,FOREIGN AFFAIRS,GREECE,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ANGOLA?",,FOREIGN AFFAIRS,ANGOLA,Ministry of External Relations,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PAKISTAN?",,FOREIGN AFFAIRS,PAKISTAN,Ministry of Foreign Affairs (Pakistan),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SPAIN?",,FOREIGN AFFAIRS,SPAIN,"Ministry of Foreign Affairs, European Union and Cooperation of Spain",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COMOROS?",,FOREIGN AFFAIRS,COMOROS,Ministry of Foreign Affairs and International Cooperation of the Union of the Comoros,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LUXEMBOURG?",,FOREIGN AFFAIRS,LUXEMBOURG,Ministry of Foreign and European Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SRI LANKA?",,FOREIGN AFFAIRS,SRI LANKA,"Ministry of Foreign Affairs, Foreign Employment & Tourism",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PALAU?",,FOREIGN AFFAIRS,PALAU,Ministry of State,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GRENADA?",,FOREIGN AFFAIRS,GRENADA,"Ministry of Foreign Affairs, Trade & Export Development",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MADAGASCAR?",,FOREIGN AFFAIRS,MADAGASCAR,Ministère des Affaires Étrangères de Madagascar (Ministry of Foreign Affairs of Madagascar),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUATEMALA?",,FOREIGN AFFAIRS,GUATEMALA,Ministry of Foreign Affairs of Guatemala,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PANAMA?",,FOREIGN AFFAIRS,PANAMA,Ministry of Foreign Affairs of the Republic of Panama,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CONGO?",,FOREIGN AFFAIRS,CONGO,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SUDAN?",,FOREIGN AFFAIRS,SUDAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COSTA RICA?",,FOREIGN AFFAIRS,COSTA RICA,Ministry of Foreign Affairs and Worship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ARMENIA?",,FOREIGN AFFAIRS,ARMENIA,Ministry of Foreign Affairs of Armenia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA?",,FOREIGN AFFAIRS,GUINEA,"Ministry of Foreign Affairs, International Cooperation, African Integration and Guineans Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SURINAME?",,FOREIGN AFFAIRS,SURINAME,"Ministry of Foreign Affairs, International Business and International Cooperation of Suriname",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PAPUA NEW GUINEA?",,FOREIGN AFFAIRS,PAPUA NEW GUINEA,Department of Foreign Affairs and Immigration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALAWI?",,FOREIGN AFFAIRS,MALAWI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ALBANIA?",,FOREIGN AFFAIRS,ALBANIA,Ministry for Europe and Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA-BISSAU?",,FOREIGN AFFAIRS,GUINEA-BISSAU,"Ministry of Foreign Affairs, International Cooperation, and Communities",ConfidenceLevel.HIGH
